IDATid,Sample_ID,SentrixBarcode_A,SentrixPosition_A,File_ID,SNPid,SAMPLE_ID,INVENTORY_SAMPLE_NAME,SampleType,Plate,GreenIDAT,RedIDAT
5745781025_R03C01,NA,NA,NA,NA,WG0117620.DNAB08,587567,NCI-H1993,CellLine,WG0117620,5745781025_r03c01_grn.idat,5745781025_r03c01_red.idat
5745781026_R01C01,NA,NA,NA,NA,WG0117620.DNAA03,587505,LS1034,CellLine,WG0117620,5745781026_r01c01_grn.idat,5745781026_r01c01_red.idat
5745781026_R03C01,NA,NA,NA,NA,WG0117620.DNAB03,587506,LS180,CellLine,WG0117620,5745781026_r03c01_grn.idat,5745781026_r03c01_red.idat
5745781051_R01C01,NA,NA,NA,NA,WG0117613.DNAE04,587028,IM95m,CellLine,WG0117613,5745781051_r01c01_grn.idat,5745781051_r01c01_red.idat
5745781051_R03C01,NA,NA,NA,NA,WG0117613.DNAF04,587029,SNU-216,CellLine,WG0117613,5745781051_r03c01_grn.idat,5745781051_r03c01_red.idat
5745781059_R02C01,NA,NA,NA,NA,WG0117620.DNAG08,587588,NCI-H647,CellLine,WG0117620,5745781059_r02c01_grn.idat,5745781059_r02c01_red.idat
5745781059_R03C01,NA,NA,NA,NA,WG0117620.DNAF08,587578,NCI-H2405,CellLine,WG0117620,5745781059_r03c01_grn.idat,5745781059_r03c01_red.idat
5745781059_R04C01,NA,NA,NA,NA,WG0117620.DNAH08,587590,NCI-H661,CellLine,WG0117620,5745781059_r04c01_grn.idat,5745781059_r04c01_red.idat
5745781060_R01C01,NA,NA,NA,NA,WG0117620.DNAE04,587517,SW837,CellLine,WG0117620,5745781060_r01c01_grn.idat,5745781060_r01c01_red.idat
5745896012_R02C01,NA,NA,NA,NA,WG0117617.DNAA10,588238,Skmel2_R2,CellLine,WG0117617,5745896012_r02c01_grn.idat,5745896012_r02c01_red.idat
5745896012_R03C01,NA,NA,NA,NA,WG0117617.DNAH03,587747,UCSD242L,CellLine,WG0117617,5745896012_r03c01_grn.idat,5745896012_r03c01_red.idat
5745896012_R04C01,NA,NA,NA,NA,WG0117617.DNAD10,588242,Hs 38.T,CellLine,WG0117617,5745896012_r04c01_grn.idat,5745896012_r04c01_red.idat
5745896029_R03C01,NA,NA,NA,NA,WG0117611.DNAG01,586991,COLO818,CellLine,WG0117611,5745896029_r03c01_grn.idat,5745896029_r03c01_red.idat
5745896029_R04C01,NA,NA,NA,NA,WG0117611.DNAA02,586993,HS839T,CellLine,WG0117611,5745896029_r04c01_grn.idat,5745896029_r04c01_red.idat
5745896050_R03C01,NA,NA,NA,NA,WG0117613.DNAF03,587034,SNU-668,CellLine,WG0117613,5745896050_r03c01_grn.idat,5745896050_r03c01_red.idat
5745896058_R01C01,NA,NA,NA,NA,WG0117620.DNAA09,587592,NCI-H82,CellLine,WG0117620,5745896058_r01c01_grn.idat,5745896058_r01c01_red.idat
5745976003_R01C01,NA,NA,NA,NA,WG0117611.DNAE01,586989,COLO783,CellLine,WG0117611,5745976003_r01c01_grn.idat,5745976003_r01c01_red.idat
5745976005_R01C01,NA,NA,NA,NA,WG0117611.DNAE02,586997,MEL-JUSO,CellLine,WG0117611,5745976005_r01c01_grn.idat,5745976005_r01c01_red.idat
5745976005_R02C01,NA,NA,NA,NA,WG0117611.DNAG02,586999,SK-MEL-24,CellLine,WG0117611,5745976005_r02c01_grn.idat,5745976005_r02c01_red.idat
5745976005_R04C01,NA,NA,NA,NA,WG0117611.DNAH02,587000,SK-MEL-3,CellLine,WG0117611,5745976005_r04c01_grn.idat,5745976005_r04c01_red.idat
5745976006_R03C01,NA,NA,NA,NA,WG0117611.DNAB03,587002,SK-MEL-31,CellLine,WG0117611,5745976006_r03c01_grn.idat,5745976006_r03c01_red.idat
5745976007_R01C01,NA,NA,NA,NA,WG0117611.DNAE03,587406,EOL-1,CellLine,WG0117611,5745976007_r01c01_grn.idat,5745976007_r01c01_red.idat
5745976007_R03C01,NA,NA,NA,NA,WG0117611.DNAF03,587408,GDM-1,CellLine,WG0117611,5745976007_r03c01_grn.idat,5745976007_r03c01_red.idat
5745976008_R02C01,NA,NA,NA,NA,WG0117611.DNAC04,587417,MOLM-13,CellLine,WG0117611,5745976008_r02c01_grn.idat,5745976008_r02c01_red.idat
5745976010_R03C01,NA,NA,NA,NA,WG0117617.DNAB02,587733,Hs294T,CellLine,WG0117617,5745976010_r03c01_grn.idat,5745976010_r03c01_red.idat
5745976011_R02C01,NA,NA,NA,NA,WG0117617.DNAG09,588236,H2198,CellLine,WG0117617,5745976011_r02c01_grn.idat,5745976011_r02c01_red.idat
5745976011_R03C01,NA,NA,NA,NA,WG0117617.DNAF09,588235,H2196,CellLine,WG0117617,5745976011_r03c01_grn.idat,5745976011_r03c01_red.idat
5745976012_R03C01,NA,NA,NA,NA,WG0117611.DNAF04,587420,NOMO-1,CellLine,WG0117611,5745976012_r03c01_grn.idat,5745976012_r03c01_red.idat
5745976013_R04C01,NA,NA,NA,NA,WG0117611.DNAD05,587427,SIG-M5,CellLine,WG0117611,5745976013_r04c01_grn.idat,5745976013_r04c01_red.idat
5745976014_R02C01,NA,NA,NA,NA,WG0117611.DNAG05,587432,AU565,CellLine,WG0117611,5745976014_r02c01_grn.idat,5745976014_r02c01_red.idat
5745976017_R03C01,NA,NA,NA,NA,WG0117611.DNAF06,587440,CAL-51,CellLine,WG0117611,5745976017_r03c01_grn.idat,5745976017_r03c01_red.idat
5745976018_R02C01,NA,NA,NA,NA,WG0117617.DNAC10,588241,Fu-Ov-1,CellLine,WG0117617,5745976018_r02c01_grn.idat,5745976018_r02c01_red.idat
5745976018_R03C01,NA,NA,NA,NA,WG0117617.DNAB10,588239,Skmel2_R3,CellLine,WG0117617,5745976018_r03c01_grn.idat,5745976018_r03c01_red.idat
5745976024_R02C01,NA,NA,NA,NA,WG0117611.DNAC09,587461,HDQ-P1,CellLine,WG0117611,5745976024_r02c01_grn.idat,5745976024_r02c01_red.idat
5745976025_R04C01,NA,NA,NA,NA,WG0117611.DNAH09,587466,MB361.1,CellLine,WG0117611,5745976025_r04c01_grn.idat,5745976025_r04c01_red.idat
5745976027_R01C01,NA,NA,NA,NA,WG0117611.DNAE10,587471,MDA-MB-231 X1.1,CellLine,WG0117611,5745976027_r01c01_grn.idat,5745976027_r01c01_red.idat
5745976028_R03C01,NA,NA,NA,NA,WG0117611.DNAB11,587476,MDA-MB-468,CellLine,WG0117611,5745976028_r03c01_grn.idat,5745976028_r03c01_red.idat
5745976031_R01C01,NA,NA,NA,NA,WG0117617.DNAE10,588243,KP4 x1.1,CellLine,WG0117617,5745976031_r01c01_grn.idat,5745976031_r01c01_red.idat
5745976031_R03C01,NA,NA,NA,NA,WG0117617.DNAF10,588244,OAW28NR,CellLine,WG0117617,5745976031_r03c01_grn.idat,5745976031_r03c01_red.idat
5745976039_R04C01,NA,NA,NA,NA,WG0117614.DNAH05,587666,A2780ADR,CellLine,WG0117614,5745976039_r04c01_grn.idat,5745976039_r04c01_red.idat
5745976040_R03C01,NA,NA,NA,NA,WG0117614.DNAB06,587668,COLO704,CellLine,WG0117614,5745976040_r03c01_grn.idat,5745976040_r03c01_red.idat
5745976043_R02C01,NA,NA,NA,NA,WG0117614.DNAG06,587674,IGROV1,CellLine,WG0117614,5745976043_r02c01_grn.idat,5745976043_r02c01_red.idat
5745976044_R02C01,NA,NA,NA,NA,WG0117614.DNAC07,587678,OV90,CellLine,WG0117614,5745976044_r02c01_grn.idat,5745976044_r02c01_red.idat
5745976045_R03C01,NA,NA,NA,NA,WG0117614.DNAF07,587682,Ovcar3,CellLine,WG0117614,5745976045_r03c01_grn.idat,5745976045_r03c01_red.idat
5745976051_R04C01,NA,NA,NA,NA,WG0117614.DNAD08,587688,TOV21G,CellLine,WG0117614,5745976051_r04c01_grn.idat,5745976051_r04c01_red.idat
5745976052_R03C01,NA,NA,NA,NA,WG0117614.DNAF08,587690,BxPc3,CellLine,WG0117614,5745976052_r03c01_grn.idat,5745976052_r03c01_red.idat
5745976056_R01C01,NA,NA,NA,NA,WG0117614.DNAE10,587706,Panc 10.05,CellLine,WG0117614,5745976056_r01c01_grn.idat,5745976056_r01c01_red.idat
5745976060_R02C01,NA,NA,NA,NA,WG0117614.DNAG12,587723,A-375,CellLine,WG0117614,5745976060_r02c01_grn.idat,5745976060_r02c01_red.idat
6246968095_R01C01,NA,NA,NA,NA,WG0118066.DNAA08,635721,CAL-148,CellLine,WG0118066,6246968095_r01c01_grn.idat,6246968095_r01c01_red.idat
6246968095_R02C01,NA,NA,NA,NA,WG0118066.DNAC08,635723,CAMA-1,CellLine,WG0118066,6246968095_r02c01_grn.idat,6246968095_r02c01_red.idat
6246968095_R04C01,NA,NA,NA,NA,WG0118066.DNAD08,635724,EVSA-T,CellLine,WG0118066,6246968095_r04c01_grn.idat,6246968095_r04c01_red.idat
6298012021_R01C01,NA,NA,NA,NA,WG0118056.DNAE11,637096,HEC-1-A.HN24,CellLine,WG0118056,6298012021_R01C01_Grn.idat,6298012021_R01C01_Red.idat
6298012021_R02C01,NA,NA,NA,NA,WG0118060.DNAD01,637109,MCF-7 PI3Ki PR1-Pool,CellLine,WG0118060,6298012021_R02C01_Grn.idat,6298012021_R02C01_Red.idat
6298012021_R03C01,NA,NA,NA,NA,WG0118056.DNAH11,637099,HEC-1-A.N83,CellLine,WG0118056,6298012021_R03C01_Grn.idat,6298012021_R03C01_Red.idat
6298012089_R01C01,NA,NA,NA,NA,WG0118064.DNAF02,636328,CoCM-1,CellLine,WG0118064,6298012089_R01C01_Grn.idat,6298012089_R01C01_Red.idat
6298021010_R02C01,NA,NA,NA,NA,WG0118056.DNAC11,637094,HEC-1-A.H69,CellLine,WG0118056,6298021010_R02C01_Grn.idat,6298021010_R02C01_Red.idat
6298021010_R03C01,NA,NA,NA,NA,WG0118056.DNAB11,637093,HEC-1-A (Parental),CellLine,WG0118056,6298021010_R03C01_Grn.idat,6298021010_R03C01_Red.idat
6298021010_R04C01,NA,NA,NA,NA,WG0118056.DNAD11,637095,HEC-1-A.H95,CellLine,WG0118056,6298021010_R04C01_Grn.idat,6298021010_R04C01_Red.idat
6298021040_R04C01,NA,NA,NA,NA,WG0118066.DNAD03,635680,A-427,CellLine,WG0118066,6298021040_r04c01_grn.idat,6298021040_r04c01_red.idat
6298021041_R02C01,NA,NA,NA,NA,WG0118056.DNAG11,637098,HEC-1-A.N179,CellLine,WG0118056,6298021041_R02C01_Grn.idat,6298021041_R02C01_Red.idat
6298021041_R03C01,NA,NA,NA,NA,WG0118056.DNAF11,637097,HEC-1-A.HN44,CellLine,WG0118056,6298021041_R03C01_Grn.idat,6298021041_R03C01_Red.idat
6298021056_R04C01,NA,NA,NA,NA,WG0118056.DNAD12,637102,CAL51 PI3Ki Parental,CellLine,WG0118056,6298021056_R04C01_Grn.idat,6298021056_R04C01_Red.idat
6298021088_R02C01,NA,NA,NA,NA,WG0118066.DNAG03,635683,Calu-6,CellLine,WG0118066,6298021088_r02c01_grn.idat,6298021088_r02c01_red.idat
6298021088_R04C01,NA,NA,NA,NA,WG0118066.DNAH03,635685,EBC-1,CellLine,WG0118066,6298021088_r04c01_grn.idat,6298021088_r04c01_red.idat
6312945079_R02C01,NA,NA,NA,NA,WG0118060.DNAC01,637108,MCF-7 PI3Ki Parental,CellLine,WG0118060,6312945079_R02C01_Grn.idat,6312945079_R02C01_Red.idat
6312945079_R03C01,NA,NA,NA,NA,WG0118060.DNAB01,637107,KPL-4 PI3Ki PR1-Pool,CellLine,WG0118060,6312945079_R03C01_Grn.idat,6312945079_R03C01_Red.idat
6312945087_R01C01,NA,NA,NA,NA,WG0118060.DNAE01,637110,MX-1 PI3Ki Parental,CellLine,WG0118060,6312945087_R01C01_Grn.idat,6312945087_R01C01_Red.idat
6312945087_R02C01,NA,NA,NA,NA,WG0118060.DNAG01,637112,T-47D PI3Ki Parental,CellLine,WG0118060,6312945087_R02C01_Grn.idat,6312945087_R02C01_Red.idat
6312945087_R03C01,NA,NA,NA,NA,WG0118060.DNAF01,637111,MX-1 PI3Ki PR1-Pool,CellLine,WG0118060,6312945087_R03C01_Grn.idat,6312945087_R03C01_Red.idat
6312945087_R04C01,NA,NA,NA,NA,WG0118060.DNAH01,637113,T-47D PI3Ki PR1-Pool,CellLine,WG0118060,6312945087_R04C01_Grn.idat,6312945087_R04C01_Red.idat
6312945089_R02C01,NA,NA,NA,NA,WG0118056.DNAC09,637078,SJCRH30 (RC15),CellLine,WG0118056,6312945089_R02C01_Grn.idat,6312945089_R02C01_Red.idat
6317375003_R01C01,NA,NA,NA,NA,WG0118060.DNAA02,637114,HUVEC (PC),CellLine,WG0118060,6317375003_R01C01_Grn.idat,6317375003_R01C01_Red.idat
6317375003_R02C01,NA,NA,NA,NA,WG0118060.DNAC02,637116,BT-474 M1 T-DM1 R,CellLine,WG0118060,6317375003_R02C01_Grn.idat,6317375003_R02C01_Red.idat
6317375003_R03C01,NA,NA,NA,NA,WG0118060.DNAB02,637115,BT-474 M1 T-DM1 Parental,CellLine,WG0118060,6317375003_R03C01_Grn.idat,6317375003_R03C01_Red.idat
6317375003_R04C01,NA,NA,NA,NA,WG0118060.DNAD02,637117,KPL-4 T-DM1 Parental,CellLine,WG0118060,6317375003_R04C01_Grn.idat,6317375003_R04C01_Red.idat
6317375092_R01C01,NA,NA,NA,NA,WG0118056.DNAE12,637103,CAL51 PI3Ki PR1-Pool,CellLine,WG0118056,6317375092_R01C01_Grn.idat,6317375092_R01C01_Red.idat
6317375092_R02C01,NA,NA,NA,NA,WG0118056.DNAG12,637105,EVSA-T PI3Ki PR1-Pool,CellLine,WG0118056,6317375092_R02C01_Grn.idat,6317375092_R02C01_Red.idat
6317375092_R03C01,NA,NA,NA,NA,WG0118056.DNAF12,637104,EVSA-T PI3Ki Parental,CellLine,WG0118056,6317375092_R03C01_Grn.idat,6317375092_R03C01_Red.idat
6317375092_R04C01,NA,NA,NA,NA,WG0118056.DNAH12,637106,KPL-4 PI3Ki Parental,CellLine,WG0118056,6317375092_R04C01_Grn.idat,6317375092_R04C01_Red.idat
6317383021_R03C01,NA,NA,NA,NA,WG0118066.DNAF06,635709,NCI-H23,CellLine,WG0118066,6317383021_r03c01_grn.idat,6317383021_r03c01_red.idat
6317383021_R04C01,NA,NA,NA,NA,WG0118066.DNAH06,635711,NCI-H358,CellLine,WG0118066,6317383021_r04c01_grn.idat,6317383021_r04c01_red.idat
6317383022_R01C01,NA,NA,NA,NA,WG0118066.DNAA04,635686,EKVX,CellLine,WG0118066,6317383022_r01c01_grn.idat,6317383022_r01c01_red.idat
6317383028_R01C01,NA,NA,NA,NA,WG0118066.DNAE04,635690,HOP-18,CellLine,WG0118066,6317383028_r01c01_grn.idat,6317383028_r01c01_red.idat
6317383028_R02C01,NA,NA,NA,NA,WG0118066.DNAG04,635692,NCI-H1048,CellLine,WG0118066,6317383028_r02c01_grn.idat,6317383028_r02c01_red.idat
6317383028_R04C01,NA,NA,NA,NA,WG0118066.DNAH04,635693,NCI-H1155,CellLine,WG0118066,6317383028_r04c01_grn.idat,6317383028_r04c01_red.idat
6317383030_R03C01,NA,NA,NA,NA,WG0118066.DNAF05,635700,NCI-H1770,CellLine,WG0118066,6317383030_r03c01_grn.idat,6317383030_r03c01_red.idat
6317383030_R04C01,NA,NA,NA,NA,WG0118066.DNAH05,635702,NCI-H1793,CellLine,WG0118066,6317383030_r04c01_grn.idat,6317383030_r04c01_red.idat
6317383038_R01C01,NA,NA,NA,NA,WG0118066.DNAA05,635694,NCI-H1299,CellLine,WG0118066,6317383038_r01c01_grn.idat,6317383038_r01c01_red.idat
6317383038_R02C01,NA,NA,NA,NA,WG0118066.DNAC05,635696,NCI-H1568,CellLine,WG0118066,6317383038_r02c01_grn.idat,6317383038_r02c01_red.idat
6317383038_R03C01,NA,NA,NA,NA,WG0118066.DNAB05,635695,NCI-H1435,CellLine,WG0118066,6317383038_r03c01_grn.idat,6317383038_r03c01_red.idat
6317383038_R04C01,NA,NA,NA,NA,WG0118066.DNAD05,635698,NCI-H1650,CellLine,WG0118066,6317383038_r04c01_grn.idat,6317383038_r04c01_red.idat
6317383047_R02C01,NA,NA,NA,NA,WG0118066.DNAC06,635706,NCI-H2030,CellLine,WG0118066,6317383047_r02c01_grn.idat,6317383047_r02c01_red.idat
6317383047_R04C01,NA,NA,NA,NA,WG0118066.DNAD06,635707,NCI-H2073,CellLine,WG0118066,6317383047_r04c01_grn.idat,6317383047_r04c01_red.idat
6317391047_R03C01,NA,NA,NA,NA,WG0118056.DNAB01,637013,NCI-H650,CellLine,WG0118056,6317391047_R03C01_Grn.idat,6317391047_R03C01_Red.idat
6317404003_R02C01,NA,NA,NA,NA,WG0118064.DNAG11,636401,Hs 832(C).T,CellLine,WG0118064,6317404003_R02C01_Grn.idat,6317404003_R02C01_Red.idat
6317404010_R01C01,NA,NA,NA,NA,WG0118060.DNAA09,637170,NCI-H2731,CellLine,WG0118060,6317404010_R01C01_Grn.idat,6317404010_R01C01_Red.idat
6317404012_R01C01,NA,NA,NA,NA,WG0118061.DNAA02,636229,HCC95 (UTSW),CellLine,WG0118061,6317404012_r01c01_grn.idat,6317404012_r01c01_red.idat
6317404012_R02C01,NA,NA,NA,NA,WG0118061.DNAC02,636231,LXFL529,CellLine,WG0118061,6317404012_r02c01_grn.idat,6317404012_r02c01_red.idat
6317404017_R03C01,NA,NA,NA,NA,WG0118061.DNAB06,636262,KP-3L,CellLine,WG0118061,6317404017_r03c01_grn.idat,6317404017_r03c01_red.idat
6317404017_R04C01,NA,NA,NA,NA,WG0118061.DNAD06,636264,PK-1,CellLine,WG0118061,6317404017_r04c01_grn.idat,6317404017_r04c01_red.idat
6317404024_R04C01,NA,NA,NA,NA,WG0118061.DNAD03,636240,COLO-824,CellLine,WG0118061,6317404024_r04c01_grn.idat,6317404024_r04c01_red.idat
6317404030_R02C01,NA,NA,NA,NA,WG0118060.DNAG08,637168,MDA-MB-134-VI (DODx),CellLine,WG0118060,6317404030_R02C01_Grn.idat,6317404030_R02C01_Red.idat
6317404030_R03C01,NA,NA,NA,NA,WG0118060.DNAF08,637167,MDA-MB-468 (DODx),CellLine,WG0118060,6317404030_R03C01_Grn.idat,6317404030_R03C01_Red.idat
6317404039_R03C01,NA,NA,NA,NA,WG0118061.DNAF02,636234,NCI-H226,CellLine,WG0118061,6317404039_r03c01_grn.idat,6317404039_r03c01_red.idat
6317404047_R01C01,NA,NA,NA,NA,WG0118056.DNAA07,637060,NCI-PC3,CellLine,WG0118056,6317404047_R01C01_Grn.idat,6317404047_R01C01_Red.idat
6317404048_R03C01,NA,NA,NA,NA,WG0118061.DNAF01,636226,H322T,CellLine,WG0118061,6317404048_r03c01_grn.idat,6317404048_r03c01_red.idat
6317404052_R01C01,NA,NA,NA,NA,WG0118056.DNAE08,637072,SNU-601,CellLine,WG0118056,6317404052_R01C01_Grn.idat,6317404052_R01C01_Red.idat
6317404060_R03C01,NA,NA,NA,NA,WG0118060.DNAF03,637127,HCC4019,CellLine,WG0118060,6317404060_R03C01_Grn.idat,6317404060_R03C01_Red.idat
6317404062_R03C01,NA,NA,NA,NA,WG0118064.DNAB10,636388,HEC-1-B,CellLine,WG0118064,6317404062_R03C01_Grn.idat,6317404062_R03C01_Red.idat
6317404071_R04C01,NA,NA,NA,NA,WG0118060.DNAD11,636428,NCI-H2444,CellLine,WG0118060,6317404071_R04C01_Grn.idat,6317404071_R04C01_Red.idat
6317404086_R01C01,NA,NA,NA,NA,WG0118060.DNAE10,636420,NCI-H1299F1-A11,CellLine,WG0118060,6317404086_R01C01_Grn.idat,6317404086_R01C01_Red.idat
6317404086_R03C01,NA,NA,NA,NA,WG0118060.DNAF10,636421,NCI-H1563,CellLine,WG0118060,6317404086_R03C01_Grn.idat,6317404086_R03C01_Red.idat
6776934003_R02C01,NA,NA,NA,NA,WG0118066.DNAG07,635720,BT-483,CellLine,WG0118066,6776934003_r02c01_grn.idat,6776934003_r02c01_red.idat
6776934003_R03C01,NA,NA,NA,NA,WG0118066.DNAF07,635719,AU565,CellLine,WG0118066,6776934003_r03c01_grn.idat,6776934003_r03c01_red.idat
6776934003_R04C01,NA,NA,NA,NA,WG0118066.DNAH07,635725,BT-549,CellLine,WG0118066,6776934003_r04c01_grn.idat,6776934003_r04c01_red.idat
6776934007_R04C01,NA,NA,NA,NA,WG0118066.DNAD07,635716,NCI-H838,CellLine,WG0118066,6776934007_r04c01_grn.idat,6776934007_r04c01_red.idat
6776934008_R01C01,NA,NA,NA,NA,WG0118066.DNAA09,635668,Hs 578T,CellLine,WG0118066,6776934008_r01c01_grn.idat,6776934008_r01c01_red.idat
6776934008_R03C01,NA,NA,NA,NA,WG0118066.DNAB09,635669,KPL-1,CellLine,WG0118066,6776934008_r03c01_grn.idat,6776934008_r03c01_red.idat
6776934009_R01C01,NA,NA,NA,NA,WG0118066.DNAE08,635663,HCC1428,CellLine,WG0118066,6776934009_r01c01_grn.idat,6776934009_r01c01_red.idat
6776934009_R03C01,NA,NA,NA,NA,WG0118066.DNAF08,635664,HCC202,CellLine,WG0118066,6776934009_r03c01_grn.idat,6776934009_r03c01_red.idat
6776934009_R04C01,NA,NA,NA,NA,WG0118066.DNAH08,635666,HCC70,CellLine,WG0118066,6776934009_r04c01_grn.idat,6776934009_r04c01_red.idat
7500673002_R01C01,NA,NA,NA,NA,WG0118065.DNAE01,639618,HCC33 (DSMZ),CellLine,WG0118065,7500673002_r01c01_grn.idat,7500673002_r01c01_red.idat
7500673002_R03C01,NA,NA,NA,NA,WG0118065.DNAF01,639619,A549 GDC-0349R,CellLine,WG0118065,7500673002_r03c01_grn.idat,7500673002_r03c01_red.idat
7500673002_R04C01,NA,NA,NA,NA,WG0118065.DNAH01,639621,MCF 10A SYK -/- (Sigma),CellLine,WG0118065,7500673002_r04c01_grn.idat,7500673002_r04c01_red.idat
7797008009_R02C01,NA,NA,NA,NA,WG0226814.DNAG02,2470315,H69AR,CellLine,WG0226814,7797008009_R02C01_Grn.idat,7797008009_R02C01_Red.idat
7797008009_R03C01,NA,NA,NA,NA,WG0226814.DNAF02,2470314,COR-L32,CellLine,WG0226814,7797008009_R03C01_Grn.idat,7797008009_R03C01_Red.idat
7797008009_R04C01,NA,NA,NA,NA,WG0226814.DNAH02,2470316,HCC850,CellLine,WG0226814,7797008009_R04C01_Grn.idat,7797008009_R04C01_Red.idat
7802903008_R01C01,NA,NA,NA,NA,WG0118065.DNAB06,639650,MCF 10A CDC25B -/- (Sigma),CellLine,WG0118065,7802903008_r01c01_grn.idat,7802903008_r01c01_red.idat
7802903011_R01C01,NA,NA,NA,NA,WG0118065.DNAG03,639634,MCF 10A TP53 -/- (Sigma),CellLine,WG0118065,7802903011_r01c01_grn.idat,7802903011_r01c01_red.idat
7802903011_R04C01,NA,NA,NA,NA,WG0118065.DNAC04,639637,DMS 53,CellLine,WG0118065,7802903011_r04c01_grn.idat,7802903011_r04c01_red.idat
7802903014_R02C01,NA,NA,NA,NA,WG0118065.DNAH02,639628,MCF 10A BCR -/- (Sigma),CellLine,WG0118065,7802903014_r02c01_grn.idat,7802903014_r02c01_red.idat
7802903031_R01C01,NA,NA,NA,NA,WG0118065.DNAE05,639646,MCF 10A HER2 -/- (Sigma),CellLine,WG0118065,7802903031_r01c01_grn.idat,7802903031_r01c01_red.idat
7802903033_R04C01,NA,NA,NA,NA,WG0118065.DNAE02,639625,MCF 10A AKT2 -/- (Sigma),CellLine,WG0118065,7802903033_r04c01_grn.idat,7802903033_r04c01_red.idat
7802903043_R02C01,NA,NA,NA,NA,WG0118065.DNAE03,639632,MCF 10A GSK3b -/- (Sigma),CellLine,WG0118065,7802903043_r02c01_grn.idat,7802903043_r02c01_red.idat
7802903043_R04C01,NA,NA,NA,NA,WG0118065.DNAF03,639633,A549  GDC-0941RF,CellLine,WG0118065,7802903043_r04c01_grn.idat,7802903043_r04c01_red.idat
7814197003_R01C01,NA,NA,NA,NA,WG0226814.DNAC03,2470319,NCI-H1339,CellLine,WG0226814,7814197003_R01C01_Grn.idat,7814197003_R01C01_Red.idat
7814197003_R02C01,NA,NA,NA,NA,WG0226814.DNAE03,2470321,NCI-H1417,CellLine,WG0226814,7814197003_R02C01_Grn.idat,7814197003_R02C01_Red.idat
7814197003_R03C01,NA,NA,NA,NA,WG0226814.DNAD03,2470320,NCI-H1436,CellLine,WG0226814,7814197003_R03C01_Grn.idat,7814197003_R03C01_Red.idat
7814197003_R04C01,NA,NA,NA,NA,WG0226814.DNAF03,2470322,NCI-H1694,CellLine,WG0226814,7814197003_R04C01_Grn.idat,7814197003_R04C01_Red.idat
7814197033_R01C01,NA,NA,NA,NA,WG0118065.DNAF06,639654,NCI-H460 GDC-0349R,CellLine,WG0118065,7814197033_r01c01_grn.idat,7814197033_r01c01_red.idat
7814197033_R02C01,NA,NA,NA,NA,WG0118065.DNAH06,639656,ONCO-DG-1,CellLine,WG0118065,7814197033_r02c01_grn.idat,7814197033_r02c01_red.idat
7814197033_R04C01,NA,NA,NA,NA,WG0118065.DNAB07,639657,MCF 10A PARP2 -/- (Sigma),CellLine,WG0118065,7814197033_r04c01_grn.idat,7814197033_r04c01_red.idat
7814197039_R02C01,NA,NA,NA,NA,WG0118065.DNAC01,639616,MCF 10A RFP-TUBA1B (Sigma),CellLine,WG0118065,7814197039_r02c01_grn.idat,7814197039_r02c01_red.idat
7814197039_R03C01,NA,NA,NA,NA,WG0118065.DNAB01,639615,UACC-893 (RPMI),CellLine,WG0118065,7814197039_r03c01_grn.idat,7814197039_r03c01_red.idat
7814197040_R04C01,NA,NA,NA,NA,WG0226814.DNAB03,2470318,NCI-H1105,CellLine,WG0226814,7814197040_R04C01_Grn.idat,7814197040_R04C01_Red.idat
7814197042_R02C01,NA,NA,NA,NA,WG0226814.DNAD02,2470312,NCI-H526,CellLine,WG0226814,7814197042_R02C01_Grn.idat,7814197042_R02C01_Red.idat
7814197042_R03C01,NA,NA,NA,NA,WG0226814.DNAC02,2470311,NCI-H847,CellLine,WG0226814,7814197042_R03C01_Grn.idat,7814197042_R03C01_Red.idat
7814197042_R04C01,NA,NA,NA,NA,WG0226814.DNAE02,2470313,NCI-H69,CellLine,WG0226814,7814197042_R04C01_Grn.idat,7814197042_R04C01_Red.idat
7814197055_R01C01,NA,NA,NA,NA,WG0226814.DNAG03,2470323,NCI-H211,CellLine,WG0226814,7814197055_R01C01_Grn.idat,7814197055_R01C01_Red.idat
7814197055_R03C01,NA,NA,NA,NA,WG0226814.DNAH03,2470324,NCI-H524,CellLine,WG0226814,7814197055_R03C01_Grn.idat,7814197055_R03C01_Red.idat
7814197056_R01C01,NA,NA,NA,NA,WG0226814.DNAE01,2470305,NCI-H2198,CellLine,WG0226814,7814197056_R01C01_Grn.idat,7814197056_R01C01_Red.idat
7814197056_R04C01,NA,NA,NA,NA,WG0226814.DNAH01,2470308,NCI-H1882,CellLine,WG0226814,7814197056_R04C01_Grn.idat,7814197056_R04C01_Red.idat
7814197057_R03C01,NA,NA,NA,NA,WG0226814.DNAB01,2470302,DMS 454,CellLine,WG0226814,7814197057_R03C01_Grn.idat,7814197057_R03C01_Red.idat
7814197057_R04C01,NA,NA,NA,NA,WG0226814.DNAD01,2470304,NCI-H2196,CellLine,WG0226814,7814197057_R04C01_Grn.idat,7814197057_R04C01_Red.idat
7814197062_R01C01,NA,NA,NA,NA,WG0118065.DNAG07,639662,NCI-H460 GDC-0941RS,CellLine,WG0118065,7814197062_r01c01_grn.idat,7814197062_r01c01_red.idat
7814197062_R02C01,NA,NA,NA,NA,WG0118065.DNAB08,639664,NCI-H460 GDC-0941RF,CellLine,WG0118065,7814197062_r02c01_grn.idat,7814197062_r02c01_red.idat
